time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),rain (mm),wind_speed_10m (km/h)
5/22/2023 05:00:00 AM,25.8,86.0,31.2,0.0,1.8
5/22/2023 06:00:00 AM,25.4,93.0,31.3,0.0,1.9
5/22/2023 07:00:00 AM,27.0,85.0,32.8,0.0,2.8
5/22/2023 08:00:00 AM,29.5,75.0,35.3,0.0,4.7
5/22/2023 09:00:00 AM,30.8,71.0,36.6,0.1,7.3
5/22/2023 10:00:00 AM,31.7,65.0,38.2,0.1,6.0
5/22/2023 11:00:00 AM,32.4,62.0,39.4,0.1,5.6
5/22/2023 12:00:00 PM,33.2,58.0,39.9,0.0,8.4
5/22/2023 01:00:00 PM,30.8,65.0,35.7,0.1,10.2
5/22/2023 02:00:00 PM,31.3,64.0,36.7,0.1,9.8
5/22/2023 03:00:00 PM,31.2,64.0,36.2,0.0,5.4
5/22/2023 04:00:00 PM,31.4,64.0,37.2,0.1,1.1
5/22/2023 05:00:00 PM,30.2,68.0,35.5,0.0,3.6
5/22/2023 06:00:00 PM,28.0,83.0,33.5,1.4,8.0
5/22/2023 07:00:00 PM,27.0,90.0,33.2,0.1,4.1
5/22/2023 08:00:00 PM,27.0,91.0,33.0,0.0,6.1
5/22/2023 09:00:00 PM,27.7,84.0,33.9,0.0,2.4
5/22/2023 10:00:00 PM,26.3,91.0,32.4,0.0,3.2
5/22/2023 11:00:00 PM,26.2,91.0,32.3,0.0,2.3
5/23/2023 12:00:00 AM,25.4,93.0,31.1,0.0,3.9
5/23/2023 01:00:00 AM,25.3,94.0,31.0,0.0,3.5
5/23/2023 02:00:00 AM,24.9,94.0,30.4,0.0,3.6
5/23/2023 03:00:00 AM,24.6,94.0,30.0,0.0,2.9
5/23/2023 04:00:00 AM,25.1,90.0,30.2,0.0,3.7
5/23/2023 05:00:00 AM,24.8,92.0,29.6,0.0,6.0
5/23/2023 06:00:00 AM,25.5,91.0,31.1,0.0,3.4
5/23/2023 07:00:00 AM,27.5,84.0,33.4,0.0,3.6
5/23/2023 08:00:00 AM,29.2,77.0,34.7,0.0,7.5
5/23/2023 09:00:00 AM,30.3,71.0,35.7,0.2,7.1
5/23/2023 10:00:00 AM,31.2,69.0,38.3,0.3,2.7
5/23/2023 11:00:00 AM,31.9,67.0,39.7,0.4,2.8
5/23/2023 12:00:00 PM,29.5,73.0,34.6,3.7,8.2
5/23/2023 01:00:00 PM,30.8,67.0,36.1,0.2,5.0
5/23/2023 02:00:00 PM,31.6,63.0,37.1,0.0,4.8
5/23/2023 03:00:00 PM,29.1,73.0,33.7,3.1,9.2
5/23/2023 04:00:00 PM,29.3,71.0,34.3,0.1,5.2
5/23/2023 05:00:00 PM,29.0,73.0,34.5,0.0,3.1
5/23/2023 06:00:00 PM,27.9,82.0,33.8,0.0,2.8
5/23/2023 07:00:00 PM,27.1,83.0,32.2,0.0,6.6
5/23/2023 08:00:00 PM,26.6,89.0,32.2,0.0,6.0
5/23/2023 09:00:00 PM,26.5,92.0,32.1,0.0,8.0
5/23/2023 10:00:00 PM,26.6,89.0,32.2,0.0,6.4
5/23/2023 11:00:00 PM,25.6,92.0,31.0,0.0,6.2
5/24/2023 12:00:00 AM,25.8,90.0,31.4,0.0,3.8
5/24/2023 01:00:00 AM,24.6,94.0,29.5,0.0,6.0
5/24/2023 02:00:00 AM,24.5,93.0,29.4,0.0,5.6
5/24/2023 03:00:00 AM,24.2,96.0,29.3,0.0,5.1
5/24/2023 04:00:00 AM,24.1,97.0,29.4,0.0,4.1
5/24/2023 05:00:00 AM,24.3,95.0,29.4,0.0,4.1
5/24/2023 06:00:00 AM,24.9,91.0,30.2,0.0,2.3
5/24/2023 07:00:00 AM,26.7,85.0,32.6,0.0,1.5
5/24/2023 08:00:00 AM,28.7,77.0,34.4,0.0,3.8
5/24/2023 09:00:00 AM,30.3,70.0,36.2,0.0,3.7
5/24/2023 10:00:00 AM,31.6,64.0,38.3,0.0,4.5
5/24/2023 11:00:00 AM,32.8,59.0,39.3,0.0,8.0
5/24/2023 12:00:00 PM,33.3,56.0,39.3,0.0,10.1
5/24/2023 01:00:00 PM,33.5,53.0,38.9,0.0,10.0
5/24/2023 02:00:00 PM,33.9,51.0,38.3,0.0,10.3
5/24/2023 03:00:00 PM,32.0,58.0,36.1,0.2,8.3
5/24/2023 04:00:00 PM,31.0,66.0,36.5,0.1,3.7
5/24/2023 05:00:00 PM,30.3,69.0,35.9,0.0,2.3
5/24/2023 06:00:00 PM,26.2,89.0,30.9,3.2,10.2
5/24/2023 07:00:00 PM,26.1,89.0,31.4,0.5,5.9
5/24/2023 08:00:00 PM,27.1,82.0,31.8,0.3,8.0
5/24/2023 09:00:00 PM,25.2,94.0,30.5,9.6,6.0
5/24/2023 10:00:00 PM,25.0,96.0,30.2,0.2,7.8
5/24/2023 11:00:00 PM,24.9,96.0,30.2,0.2,5.9
5/25/2023 12:00:00 AM,24.7,97.0,30.2,0.4,5.2
5/25/2023 01:00:00 AM,24.5,96.0,29.7,0.3,5.1
5/25/2023 02:00:00 AM,24.2,98.0,29.7,0.1,2.6
5/25/2023 03:00:00 AM,23.8,96.0,29.0,0.0,3.3
5/25/2023 04:00:00 AM,24.7,91.0,30.0,0.0,1.5
5/25/2023 05:00:00 AM,24.6,91.0,29.8,0.0,2.3
5/25/2023 06:00:00 AM,24.5,93.0,29.9,0.0,1.3
5/25/2023 07:00:00 AM,25.6,91.0,31.6,0.0,0.5
5/25/2023 08:00:00 AM,27.9,81.0,34.2,0.0,0.7
5/25/2023 09:00:00 AM,29.9,73.0,36.2,0.0,3.3
5/25/2023 10:00:00 AM,31.2,67.0,38.0,0.0,4.7
5/25/2023 11:00:00 AM,32.4,63.0,40.1,0.0,4.7
5/25/2023 12:00:00 PM,33.3,58.0,41.0,0.0,5.4
5/25/2023 01:00:00 PM,33.8,55.0,40.5,0.0,7.6
5/25/2023 02:00:00 PM,30.7,69.0,35.4,1.2,11.6
5/25/2023 03:00:00 PM,29.0,74.0,33.2,0.0,12.1
5/25/2023 04:00:00 PM,28.5,74.0,33.3,0.0,6.6
5/25/2023 05:00:00 PM,26.5,84.0,30.9,0.3,9.7
5/25/2023 06:00:00 PM,25.3,90.0,29.9,0.4,8.3
5/25/2023 07:00:00 PM,24.1,96.0,29.4,4.8,3.2
5/25/2023 08:00:00 PM,25.5,92.0,31.1,0.2,4.4
5/25/2023 09:00:00 PM,24.6,98.0,30.4,3.0,3.2
5/25/2023 10:00:00 PM,24.9,96.0,30.6,1.1,4.4
5/25/2023 11:00:00 PM,23.9,98.0,28.6,2.4,8.3
5/26/2023 12:00:00 AM,24.1,97.0,29.1,0.7,5.6
5/26/2023 01:00:00 AM,24.1,97.0,29.2,0.4,4.6
5/26/2023 02:00:00 AM,23.7,96.0,28.6,0.0,4.0
5/26/2023 03:00:00 AM,23.1,98.0,27.8,0.0,4.3
5/26/2023 04:00:00 AM,23.2,98.0,28.1,0.0,3.8
5/26/2023 05:00:00 AM,23.5,97.0,27.9,0.0,6.6
5/26/2023 06:00:00 AM,24.0,93.0,28.4,0.0,6.9
5/26/2023 07:00:00 AM,25.7,87.0,30.7,0.0,5.5
5/26/2023 08:00:00 AM,27.6,79.0,32.8,0.0,4.6
5/26/2023 09:00:00 AM,29.1,74.0,35.2,0.0,1.8
5/26/2023 10:00:00 AM,30.5,68.0,37.4,0.0,3.8
5/26/2023 11:00:00 AM,31.6,62.0,38.8,0.0,4.0
5/26/2023 12:00:00 PM,32.3,59.0,38.9,0.1,5.8
5/26/2023 01:00:00 PM,32.4,59.0,38.3,0.1,7.3
5/26/2023 02:00:00 PM,32.3,63.0,39.2,0.1,5.9
5/26/2023 03:00:00 PM,31.5,66.0,37.2,0.1,8.4
5/26/2023 04:00:00 PM,27.9,84.0,33.4,4.2,7.8
5/26/2023 05:00:00 PM,27.0,86.0,32.7,2.4,4.8
5/26/2023 06:00:00 PM,26.8,86.0,32.4,0.8,5.2
5/26/2023 07:00:00 PM,25.8,95.0,31.7,0.7,5.4
5/26/2023 08:00:00 PM,28.3,74.0,33.5,0.2,2.8
5/26/2023 09:00:00 PM,26.8,85.0,32.1,0.3,5.4
5/26/2023 10:00:00 PM,25.6,92.0,30.7,0.1,8.4
5/26/2023 11:00:00 PM,24.8,96.0,30.5,0.0,3.1
5/27/2023 12:00:00 AM,25.4,93.0,30.9,0.0,4.4
5/27/2023 01:00:00 AM,25.2,94.0,30.1,0.1,8.0
5/27/2023 02:00:00 AM,25.2,91.0,30.2,0.0,6.2
5/27/2023 03:00:00 AM,24.3,96.0,29.6,0.0,3.3
5/27/2023 04:00:00 AM,24.3,94.0,29.4,0.0,3.7
5/27/2023 05:00:00 AM,24.7,90.0,29.2,0.0,6.5
5/27/2023 06:00:00 AM,24.9,89.0,29.6,0.0,4.4
5/27/2023 07:00:00 AM,27.1,80.0,32.5,0.0,1.8
5/27/2023 08:00:00 AM,28.7,75.0,33.9,0.0,5.9
5/27/2023 09:00:00 AM,30.1,66.0,35.0,0.0,5.9
5/27/2023 10:00:00 AM,31.0,59.0,36.2,0.0,5.9
5/27/2023 11:00:00 AM,31.6,55.0,36.9,0.0,5.6
5/27/2023 12:00:00 PM,32.4,52.0,37.5,0.0,6.6
5/27/2023 01:00:00 PM,32.3,51.0,37.5,0.0,2.8
5/27/2023 02:00:00 PM,32.3,52.0,36.5,0.0,5.5
5/27/2023 03:00:00 PM,29.6,68.0,33.2,0.0,12.9
5/27/2023 04:00:00 PM,30.5,64.0,35.3,0.0,4.3
5/27/2023 05:00:00 PM,29.7,68.0,34.9,0.1,2.6
5/27/2023 06:00:00 PM,28.8,77.0,35.0,0.1,1.0
5/27/2023 07:00:00 PM,27.1,85.0,33.0,0.8,2.5
5/27/2023 08:00:00 PM,26.4,90.0,32.1,1.6,4.8
5/27/2023 09:00:00 PM,25.8,93.0,31.3,1.6,7.2
5/27/2023 10:00:00 PM,25.7,91.0,31.5,0.3,2.9
5/27/2023 11:00:00 PM,25.2,93.0,30.8,0.4,3.7
5/28/2023 12:00:00 AM,25.2,93.0,30.9,0.1,2.3
5/28/2023 01:00:00 AM,24.6,96.0,29.7,0.0,6.1
5/28/2023 02:00:00 AM,24.3,94.0,29.2,0.0,5.1
5/28/2023 03:00:00 AM,23.9,94.0,28.6,0.0,4.4
5/28/2023 04:00:00 AM,23.7,93.0,28.3,0.0,4.4
5/28/2023 05:00:00 AM,23.8,91.0,28.0,0.0,5.9
5/28/2023 06:00:00 AM,24.1,90.0,28.2,0.0,7.0
5/28/2023 07:00:00 AM,26.4,84.0,31.5,0.0,4.3
5/28/2023 08:00:00 AM,28.9,69.0,33.3,0.0,5.9
5/28/2023 09:00:00 AM,30.2,65.0,35.7,0.0,3.1
5/28/2023 10:00:00 AM,31.7,61.0,38.3,0.0,3.6
5/28/2023 11:00:00 AM,32.6,56.0,39.3,0.1,5.5
5/28/2023 12:00:00 PM,33.3,54.0,40.4,0.0,4.7
5/28/2023 01:00:00 PM,33.8,51.0,40.7,0.0,4.2
5/28/2023 02:00:00 PM,34.1,50.0,40.1,0.0,5.9
5/28/2023 03:00:00 PM,33.5,52.0,37.7,0.0,11.2
5/28/2023 04:00:00 PM,32.0,57.0,34.9,0.0,14.6
5/28/2023 05:00:00 PM,30.7,60.0,33.4,0.0,14.9
5/28/2023 06:00:00 PM,29.4,63.0,31.8,0.0,15.2
5/28/2023 07:00:00 PM,28.5,65.0,30.5,0.0,16.9
5/28/2023 08:00:00 PM,28.8,65.0,31.1,0.0,15.7
5/28/2023 09:00:00 PM,28.5,67.0,31.2,0.0,14.4
5/28/2023 10:00:00 PM,27.6,70.0,31.2,0.0,8.3
5/28/2023 11:00:00 PM,26.6,76.0,30.4,0.0,7.2
5/29/2023 12:00:00 AM,27.2,70.0,31.0,0.0,4.8
5/29/2023 01:00:00 AM,25.3,80.0,29.1,0.0,6.4
5/29/2023 02:00:00 AM,24.4,86.0,28.1,0.0,7.6
5/29/2023 03:00:00 AM,24.9,85.0,29.0,0.0,6.6
5/29/2023 04:00:00 AM,26.1,79.0,30.3,0.0,5.8
5/29/2023 05:00:00 AM,25.4,85.0,29.7,0.0,6.3
5/29/2023 06:00:00 AM,27.0,81.0,31.2,0.0,10.8
5/29/2023 07:00:00 AM,28.7,77.0,33.3,0.0,11.5
5/29/2023 08:00:00 AM,30.6,69.0,36.2,0.0,4.3
5/29/2023 09:00:00 AM,32.2,61.0,37.6,0.0,5.0
5/29/2023 10:00:00 AM,33.5,57.0,39.7,0.0,7.4
5/29/2023 11:00:00 AM,34.4,54.0,40.6,0.0,11.2
5/29/2023 12:00:00 PM,34.9,51.0,40.5,0.0,14.8
5/29/2023 01:00:00 PM,34.5,51.0,38.9,0.3,20.2
5/29/2023 02:00:00 PM,33.8,54.0,37.1,0.0,23.1
5/29/2023 03:00:00 PM,33.2,56.0,35.9,0.0,22.9
5/29/2023 04:00:00 PM,32.5,59.0,35.1,0.0,21.6
5/29/2023 05:00:00 PM,31.5,63.0,34.5,0.0,19.7
5/29/2023 06:00:00 PM,30.0,68.0,33.3,0.0,17.1
5/29/2023 07:00:00 PM,28.8,72.0,32.8,0.0,10.7
5/29/2023 08:00:00 PM,27.8,80.0,33.1,0.0,5.1
5/29/2023 09:00:00 PM,27.6,81.0,32.9,0.0,5.3
5/29/2023 10:00:00 PM,27.0,82.0,32.0,0.0,6.4
5/29/2023 11:00:00 PM,27.8,76.0,32.7,0.0,4.0
5/30/2023 12:00:00 AM,27.3,78.0,32.5,0.0,2.6
5/30/2023 01:00:00 AM,26.8,81.0,31.9,0.0,3.6
5/30/2023 02:00:00 AM,26.4,84.0,31.6,0.0,4.3
5/30/2023 03:00:00 AM,26.5,83.0,31.6,0.0,4.2
5/30/2023 04:00:00 AM,25.8,86.0,30.4,0.0,6.8
5/30/2023 05:00:00 AM,25.7,84.0,30.1,0.0,6.8
5/30/2023 06:00:00 AM,25.6,83.0,29.9,0.0,5.8
5/30/2023 07:00:00 AM,28.6,70.0,32.7,0.0,7.6
5/30/2023 08:00:00 AM,30.8,58.0,34.5,0.0,7.5
5/30/2023 09:00:00 AM,32.5,49.0,34.7,0.0,13.8
5/30/2023 10:00:00 AM,33.4,44.0,35.7,0.0,17.6
5/30/2023 11:00:00 AM,33.8,44.0,36.7,0.0,18.9
5/30/2023 12:00:00 PM,33.9,45.0,37.1,0.0,20.5
5/30/2023 01:00:00 PM,33.7,46.0,36.6,0.0,21.6
5/30/2023 02:00:00 PM,33.4,48.0,36.3,0.0,20.3
5/30/2023 03:00:00 PM,33.0,50.0,35.9,0.0,17.3
5/30/2023 04:00:00 PM,32.2,53.0,34.1,0.0,18.0
5/30/2023 05:00:00 PM,30.8,58.0,33.1,0.0,16.3
5/30/2023 06:00:00 PM,29.2,66.0,32.6,0.0,11.4
5/30/2023 07:00:00 PM,28.1,71.0,32.1,0.0,7.6
5/30/2023 08:00:00 PM,28.3,69.0,32.5,0.0,5.4
5/30/2023 09:00:00 PM,27.5,76.0,31.9,0.0,6.5
5/30/2023 10:00:00 PM,27.2,80.0,32.0,0.0,6.7
5/30/2023 11:00:00 PM,27.0,80.0,31.7,0.0,6.4
5/31/2023 12:00:00 AM,27.2,78.0,32.0,0.0,4.8
5/31/2023 01:00:00 AM,26.6,84.0,31.6,0.0,6.1
5/31/2023 02:00:00 AM,27.5,76.0,32.7,0.0,2.1
5/31/2023 03:00:00 AM,26.1,85.0,31.3,0.0,4.3
5/31/2023 04:00:00 AM,26.8,84.0,32.3,0.0,3.4
5/31/2023 05:00:00 AM,25.8,90.0,31.2,0.0,5.1
5/31/2023 06:00:00 AM,26.7,85.0,32.0,0.0,4.7
5/31/2023 07:00:00 AM,27.8,79.0,32.9,0.0,6.2
5/31/2023 08:00:00 AM,30.0,69.0,35.2,0.0,4.7
5/31/2023 09:00:00 AM,32.5,56.0,36.4,0.0,9.4
5/31/2023 10:00:00 AM,32.9,52.0,35.5,0.0,17.6
5/31/2023 11:00:00 AM,32.6,55.0,35.7,0.0,18.1
5/31/2023 12:00:00 PM,33.1,53.0,36.4,0.0,19.5
5/31/2023 01:00:00 PM,33.7,52.0,37.4,0.2,21.6
5/31/2023 02:00:00 PM,32.7,56.0,35.6,0.0,24.1
5/31/2023 03:00:00 PM,32.2,58.0,34.9,0.0,21.6
5/31/2023 04:00:00 PM,31.0,63.0,33.7,0.0,19.1
5/31/2023 05:00:00 PM,29.2,68.0,32.7,0.0,13.3
5/31/2023 06:00:00 PM,28.7,71.0,33.3,0.0,5.5
5/31/2023 07:00:00 PM,28.0,74.0,33.1,0.0,2.2
5/31/2023 08:00:00 PM,27.8,78.0,32.5,0.0,7.2
5/31/2023 09:00:00 PM,28.3,74.0,33.4,0.0,3.6
5/31/2023 10:00:00 PM,27.4,81.0,32.8,0.0,4.6
5/31/2023 11:00:00 PM,27.8,78.0,32.8,0.0,5.2
6/1/2023 12:00:00 AM,27.7,77.0,32.4,0.0,6.2
6/1/2023 01:00:00 AM,27.8,75.0,32.9,0.0,2.7
6/1/2023 02:00:00 AM,27.3,79.0,32.7,0.0,1.1
6/1/2023 03:00:00 AM,25.5,89.0,30.6,0.0,5.1
6/1/2023 04:00:00 AM,25.4,91.0,30.7,0.0,4.4
6/1/2023 05:00:00 AM,24.9,94.0,30.3,0.0,4.6
6/1/2023 06:00:00 AM,25.9,91.0,31.6,0.0,3.9
6/1/2023 07:00:00 AM,28.1,80.0,34.3,0.0,0.5
6/1/2023 08:00:00 AM,30.0,72.0,35.9,0.0,2.5
6/1/2023 09:00:00 AM,32.2,59.0,36.6,0.0,8.8
6/1/2023 10:00:00 AM,33.4,53.0,38.0,0.0,11.4
6/1/2023 11:00:00 AM,34.2,49.0,38.8,0.0,14.0
6/1/2023 12:00:00 PM,34.9,46.0,39.5,0.0,14.5
6/1/2023 01:00:00 PM,35.0,45.0,39.3,0.0,15.6
6/1/2023 02:00:00 PM,34.9,46.0,39.2,0.0,14.2
6/1/2023 03:00:00 PM,33.0,56.0,37.1,0.4,14.5
6/1/2023 04:00:00 PM,32.0,60.0,35.6,0.0,14.0
6/1/2023 05:00:00 PM,30.9,64.0,34.6,0.0,13.5
6/1/2023 06:00:00 PM,29.3,71.0,33.1,0.0,13.4
6/1/2023 07:00:00 PM,28.6,73.0,32.5,0.0,11.8
6/1/2023 08:00:00 PM,28.7,73.0,32.4,0.0,13.8
6/1/2023 09:00:00 PM,28.4,73.0,32.8,0.0,7.5
6/1/2023 10:00:00 PM,27.4,79.0,32.6,0.0,3.2
6/1/2023 11:00:00 PM,26.5,85.0,31.9,0.0,4.0
6/2/2023 12:00:00 AM,26.6,83.0,31.5,0.1,5.5
6/2/2023 01:00:00 AM,26.4,85.0,31.3,0.2,6.6
6/2/2023 02:00:00 AM,26.4,87.0,32.2,0.1,2.5
6/2/2023 03:00:00 AM,25.4,93.0,31.0,0.0,4.0
6/2/2023 04:00:00 AM,24.9,95.0,30.3,0.0,4.7
6/2/2023 05:00:00 AM,25.4,92.0,31.2,0.0,2.6
6/2/2023 06:00:00 AM,25.7,91.0,31.5,0.0,3.0
6/2/2023 07:00:00 AM,27.4,82.0,33.0,0.0,4.0
6/2/2023 08:00:00 AM,29.0,79.0,34.9,0.0,5.7
6/2/2023 09:00:00 AM,30.9,70.0,36.2,0.2,8.4
6/2/2023 10:00:00 AM,30.6,68.0,34.2,2.4,16.9
6/2/2023 11:00:00 AM,29.9,72.0,34.8,3.0,8.4
6/2/2023 12:00:00 PM,31.4,65.0,35.8,0.0,11.2
6/2/2023 01:00:00 PM,33.1,59.0,38.8,0.0,12.1
6/2/2023 02:00:00 PM,29.8,73.0,34.8,2.7,16.1
6/2/2023 03:00:00 PM,30.6,70.0,35.6,0.1,9.6
6/2/2023 04:00:00 PM,30.5,68.0,35.4,0.0,8.7
6/2/2023 05:00:00 PM,29.8,70.0,34.0,1.0,11.9
6/2/2023 06:00:00 PM,27.4,83.0,32.9,2.2,5.4
6/2/2023 07:00:00 PM,26.4,93.0,32.5,0.0,5.0
6/2/2023 08:00:00 PM,26.3,93.0,32.8,0.0,2.3
6/2/2023 09:00:00 PM,26.5,95.0,33.1,1.6,3.3
6/2/2023 10:00:00 PM,26.2,97.0,32.9,0.5,2.9
6/2/2023 11:00:00 PM,25.7,98.0,31.9,0.6,4.7
6/3/2023 12:00:00 AM,25.1,99.0,31.3,0.0,3.0
6/3/2023 01:00:00 AM,24.7,99.0,30.6,0.0,3.1
6/3/2023 02:00:00 AM,25.2,97.0,31.3,0.0,3.2
6/3/2023 03:00:00 AM,24.3,99.0,29.9,0.0,3.6
6/3/2023 04:00:00 AM,24.7,99.0,30.8,0.0,2.3
6/3/2023 05:00:00 AM,24.4,100.0,30.3,0.0,2.4
6/3/2023 06:00:00 AM,24.7,98.0,30.9,0.0,0.5
6/3/2023 07:00:00 AM,26.1,90.0,32.0,0.0,3.1
6/3/2023 08:00:00 AM,28.0,80.0,33.5,0.0,5.9
6/3/2023 09:00:00 AM,30.0,70.0,34.7,0.0,9.3
6/3/2023 10:00:00 AM,31.3,64.0,36.1,0.0,11.9
6/3/2023 11:00:00 AM,31.1,64.0,34.7,0.1,16.8
6/3/2023 12:00:00 PM,31.4,65.0,36.9,0.5,14.6
6/3/2023 01:00:00 PM,32.6,60.0,37.8,0.0,15.9
6/3/2023 02:00:00 PM,31.8,61.0,36.2,0.2,14.8
6/3/2023 03:00:00 PM,32.4,59.0,37.3,0.1,10.0
6/3/2023 04:00:00 PM,31.2,63.0,34.9,0.5,12.6
6/3/2023 05:00:00 PM,30.3,68.0,34.8,0.1,9.0
6/3/2023 06:00:00 PM,28.6,77.0,33.6,1.4,7.8
6/3/2023 07:00:00 PM,26.8,90.0,32.5,2.3,7.3
6/3/2023 08:00:00 PM,27.1,82.0,32.5,0.1,4.4
6/3/2023 09:00:00 PM,27.2,82.0,33.1,0.0,1.1
6/3/2023 10:00:00 PM,26.4,88.0,32.2,0.0,2.7
6/3/2023 11:00:00 PM,25.9,93.0,31.7,0.0,4.8
6/4/2023 12:00:00 AM,25.3,96.0,31.0,0.0,5.0
6/4/2023 01:00:00 AM,24.9,96.0,30.3,0.0,6.1
6/4/2023 02:00:00 AM,24.7,96.0,30.1,0.0,4.5
6/4/2023 03:00:00 AM,24.3,97.0,29.7,0.0,3.6
6/4/2023 04:00:00 AM,24.2,97.0,29.6,0.0,3.6
6/4/2023 05:00:00 AM,24.2,97.0,29.3,0.0,4.7
6/4/2023 06:00:00 AM,24.7,93.0,29.9,0.0,3.6
6/4/2023 07:00:00 AM,26.5,84.0,32.0,0.0,1.8
6/4/2023 08:00:00 AM,28.5,73.0,33.8,0.0,3.1
6/4/2023 09:00:00 AM,30.2,64.0,34.5,0.0,7.0
6/4/2023 10:00:00 AM,31.6,57.0,36.2,0.0,8.6
6/4/2023 11:00:00 AM,32.7,52.0,37.3,0.0,10.0
6/4/2023 12:00:00 PM,33.6,49.0,38.6,0.0,10.8
6/4/2023 01:00:00 PM,34.0,47.0,39.1,0.0,10.2
6/4/2023 02:00:00 PM,34.1,45.0,38.2,0.0,11.7
6/4/2023 03:00:00 PM,32.8,47.0,34.4,0.1,16.6
6/4/2023 04:00:00 PM,29.8,62.0,32.5,0.2,13.4
6/4/2023 05:00:00 PM,28.4,73.0,32.5,0.2,9.9
6/4/2023 06:00:00 PM,27.7,78.0,31.8,0.0,11.3
6/4/2023 07:00:00 PM,26.8,84.0,31.7,0.1,7.9
6/4/2023 08:00:00 PM,27.1,87.0,32.8,0.0,5.6
6/4/2023 09:00:00 PM,26.2,92.0,31.8,0.0,7.0
6/4/2023 10:00:00 PM,25.1,96.0,30.8,0.0,5.3
6/4/2023 11:00:00 PM,25.1,95.0,30.5,0.0,6.3
6/5/2023 12:00:00 AM,25.1,94.0,30.5,0.0,5.2
6/5/2023 01:00:00 AM,24.8,95.0,30.5,0.0,2.5
6/5/2023 02:00:00 AM,25.1,94.0,30.7,0.0,3.6
6/5/2023 03:00:00 AM,24.9,96.0,30.7,0.0,2.4
6/5/2023 04:00:00 AM,24.3,97.0,29.5,0.0,4.7
6/5/2023 05:00:00 AM,24.0,96.0,29.0,0.0,4.7
6/5/2023 06:00:00 AM,25.1,91.0,30.4,0.0,3.7
6/5/2023 07:00:00 AM,26.7,83.0,32.3,0.0,1.9
6/5/2023 08:00:00 AM,28.0,79.0,33.8,0.0,1.8
6/5/2023 09:00:00 AM,30.0,69.0,35.0,0.1,6.9
6/5/2023 10:00:00 AM,31.4,62.0,36.5,0.1,10.4
6/5/2023 11:00:00 AM,32.4,58.0,37.7,0.1,10.7
6/5/2023 12:00:00 PM,33.2,57.0,39.6,0.1,9.2
6/5/2023 01:00:00 PM,32.4,60.0,38.0,2.4,11.1
6/5/2023 02:00:00 PM,30.6,66.0,35.4,3.9,6.9
6/5/2023 03:00:00 PM,28.7,72.0,32.3,0.1,13.8
6/5/2023 04:00:00 PM,27.5,82.0,32.7,0.2,7.4
6/5/2023 05:00:00 PM,27.3,84.0,33.0,0.8,4.5
6/5/2023 06:00:00 PM,26.6,91.0,32.4,0.2,7.2
6/5/2023 07:00:00 PM,26.3,93.0,32.3,0.1,5.0
6/5/2023 08:00:00 PM,26.6,89.0,32.1,0.0,6.8
6/5/2023 09:00:00 PM,25.3,93.0,30.7,0.1,5.5
6/5/2023 10:00:00 PM,25.3,96.0,31.1,0.4,4.0
6/5/2023 11:00:00 PM,25.5,96.0,31.7,0.1,2.4
6/6/2023 12:00:00 AM,25.8,90.0,31.7,0.0,1.6
6/6/2023 01:00:00 AM,25.1,94.0,30.7,0.4,3.2
6/6/2023 02:00:00 AM,24.8,93.0,30.2,0.0,3.3
6/6/2023 03:00:00 AM,24.9,95.0,30.5,0.2,3.9
6/6/2023 04:00:00 AM,24.1,98.0,29.5,5.3,3.1
6/6/2023 05:00:00 AM,24.3,97.0,29.6,0.2,4.1
6/6/2023 06:00:00 AM,24.5,97.0,30.1,0.2,2.9
6/6/2023 07:00:00 AM,25.5,89.0,31.0,0.0,2.3
6/6/2023 08:00:00 AM,28.6,79.0,34.7,0.0,2.1
6/6/2023 09:00:00 AM,29.3,75.0,34.6,0.1,6.8
6/6/2023 10:00:00 AM,30.0,74.0,36.1,0.1,7.1
6/6/2023 11:00:00 AM,31.1,68.0,38.1,0.1,5.5
6/6/2023 12:00:00 PM,31.7,65.0,38.5,0.1,9.0
6/6/2023 01:00:00 PM,32.3,61.0,39.3,0.0,8.3
6/6/2023 02:00:00 PM,30.9,63.0,35.2,2.4,13.0
6/6/2023 03:00:00 PM,29.6,67.0,33.7,0.0,9.3
6/6/2023 04:00:00 PM,28.5,75.0,33.2,0.4,8.1
6/6/2023 05:00:00 PM,28.2,78.0,33.7,0.2,4.2
6/6/2023 06:00:00 PM,27.8,90.0,34.9,0.0,1.8
6/6/2023 07:00:00 PM,26.3,91.0,32.0,0.0,5.5
6/6/2023 08:00:00 PM,26.4,89.0,32.0,0.0,5.4
6/6/2023 09:00:00 PM,26.4,90.0,32.0,0.2,6.1
6/6/2023 10:00:00 PM,25.7,96.0,31.8,0.1,4.3
6/6/2023 11:00:00 PM,25.7,91.0,31.3,0.4,3.7
6/7/2023 12:00:00 AM,25.0,97.0,30.7,0.1,5.4
6/7/2023 01:00:00 AM,24.7,98.0,30.9,0.0,1.0
6/7/2023 02:00:00 AM,24.3,99.0,30.1,0.0,2.4
6/7/2023 03:00:00 AM,24.5,97.0,30.1,0.0,3.7
6/7/2023 04:00:00 AM,24.0,97.0,29.3,0.0,3.9
6/7/2023 05:00:00 AM,23.8,96.0,28.8,0.0,4.4
6/7/2023 06:00:00 AM,25.0,91.0,30.4,0.0,2.1
6/7/2023 07:00:00 AM,26.1,89.0,32.0,0.0,1.9
